Age,Age_Bin,Gender,Education,Race,City.US.Raised,Raised.State,Latitude,Longitude,City.US.Fa,Father.State,City.US.Mo,Mother.State,City.US.Curr,Current.State,SurveyType,PI_1181,PI_1182,PI_1042
27,18-30,Female,No_degree,NA,Eugene,OR,45.01609802,-122.9136963,Eugene,OR,Eugene,OR,Salem - Marion County,OR,5b,NA,NA,5
25,18-30,Male,Bachelors,NA,Baltimore,MD,41.88240051,-87.63760376,Alameda,CA,,,Baltimore,MD,5b,NA,NA,3
43,41-50,Male,Graduate,NA,Los Angeles,CA,52.16070557,4.493392944,Los Angeles,CA,,,Sacramento,CA,5b,NA,NA,5
32,31-40,Female,Bachelors,NA,Vienna,WV,39.24299622,-81.57720184,Parkersburg,WV,Vienna,WV,Vienna,WV,5b,NA,NA,3
30,18-30,Male,Bachelors,NA,Madison Heights,MI,42.4644928,-83.376297,Warren,MI,Warren,MI,Sandusky,OH,5b,NA,NA,2
48,41-50,Female,Bachelors,NA,Normal,IL,40.52819824,-88.98010254,Atlanta,IL,Flanagan,IL,Normal,IL,5b,NA,NA,4
21,18-30,Male,No_degree,NA,Saugatuck,MI,42.4230957,-86.21869659,,,Addison,MI,Ann Arbor,MI,5b,NA,NA,5
35,31-40,Female,Associates,NA,Moore,OK,35.53309631,-97.77069855,Oklahoma City Northwest,OK,Oklahoma City Southeast,OK,Bethany,OK,5b,NA,NA,2
48,41-50,Male,Bachelors,NA,Seguin,TX,37.84629822,-103.5836029,Longview,TX,Longview,TX,Leander,TX,5b,NA,NA,1
26,18-30,Male,No_degree,NA,Hollywood,FL,26.02220154,-80.14959717,,,,,Hollywood,FL,5b,NA,NA,4
51,51-60,Male,HS_diploma,NA,Houston,TX,35.50709534,-93.51190186,Houston,TX,Liberty-Dayton,TX,Seligman,MO,5b,NA,NA,5
29,18-30,Female,Bachelors,NA,Fort Collins,CO,47.99049377,-97.16600037,Cleveland,OH,Grand Forks,ND,Grand Forks,ND,5b,NA,NA,5
30,18-30,Male,HS_diploma,NA,Morehead City,NC,34.84809875,-76.6115036,Morehead City,NC,Morehead City,NC,Newport,NC,5b,NA,NA,1
29,18-30,Male,Bachelors,NA,Bellevue,WA,47.55270386,-122.1479034,Los Angeles,CA,Los Angeles,CA,Bellevue,WA,5b,NA,NA,5
25,18-30,Female,Bachelors,NA,Williamsburg,VA,39.64559937,-79.94329834,Wall Township,NJ,Allentown,PA,Morgantown,WV,5b,NA,NA,3
41,41-50,Female,Bachelors,NA,Brookfield,WI,29.76330566,-95.36329651,Milwaukee,WI,Amherst,WI,Milwaukee,WI,5b,NA,NA,4
22,18-30,Male,Bachelors,NA,Lawrence,KS,29.71760559,-95.41880035,,,,,Houston,TX,5b,NA,NA,1
33,31-40,Female,Bachelors,NA,Bothell,WA,47.61030579,-122.3340988,,,,,Seattle,WA,5b,NA,NA,4
45,41-50,Female,Bachelors,NA,St. Louis,MO,44.53129578,-89.30460358,Erick,OK,Wewoka,OK,Stevens Point,WI,5b,NA,NA,3
49,41-50,Female,Bachelors,NA,Oak Ridge,TN,28.49130249,-81.40969849,,,,,Ocoee,FL,5b,NA,NA,4
26,18-30,Female,Graduate,NA,Hobbs,NM,33.5460968,-101.8951035,Greenville,OH,Hobbs,NM,Lubbock,TX,5b,NA,NA,5
33,31-40,Male,Graduate,NA,Odessa,TX,33.57789612,-101.8552017,Las Cruces,NM,Las Cruces,NM,Spur,TX,5b,NA,NA,2
34,31-40,Male,No_degree,NA,Corpus Christi,TX,30.1678009,-97.82250214,Corpus Christi,TX,Corpus Christi,TX,Austin,TX,5b,NA,NA,5
47,41-50,Female,HS_diploma,NA,Keyser,WV,39.45300293,-78.94940186,Keyser,WV,Keyser,WV,Keyser,WV,5b,NA,NA,3
34,31-40,Female,Graduate,NA,Seattle,WA,47.67379761,-122.3419037,Pittsburgh,PA,Seattle,WA,Seattle,WA,5b,NA,NA,1
25,18-30,Female,No_degree,NA,Oklahoma City Southeast,OK,35.38479614,-97.52739716,Oklahoma City,OK,Oklahoma City Southeast,OK,Oklahoma City Southeast,OK,5b,NA,NA,5
29,18-30,Male,HS_diploma,NA,South Tulsa,OK,36.06170654,-95.94419861,Tulsa,OK,,,Sapulpa,OK,5b,NA,NA,3
23,18-30,Female,HS_diploma,NA,Coos Bay,OR,39.79449463,-94.80419922,Trenton,MO,Mercer,MO,St. Joseph,MO,5b,NA,NA,3
48,41-50,Female,Associates,NA,Boston,MA,43.64450073,-72.90049744,Presque Isle,ME,Bennington,VT,Rutland,VT,5b,NA,NA,4
45,41-50,Male,No_degree,NA,Novi,MI,37.51550293,-121.8961945,Inkster,MI,Lexington-Fayette Northwest,KY,Daytona Beach,FL,5b,NA,NA,4
36,31-40,Male,HS_diploma,NA,Bulverde,TX,29.5697937,-98.6160965,Dallas,TX,Dallas,TX,San Antonio,TX,5b,NA,NA,5
25,18-30,Male,HS_diploma,NA,Mesa,AZ,35.460495,-97.3973999,,,Muskegon,MI,Midwest City,OK,5b,NA,NA,4
27,18-30,Female,No_degree,NA,Columbus,OH,39.96409607,-83.08460236,Marion,OH,Marion,OH,Columbus,OH,5b,NA,NA,1
41,41-50,Female,Bachelors,NA,Grand Island,NY,42.83560181,-78.74839783,Jamestown,NY,Grand Island,NY,West Seneca,NY,5b,NA,NA,4
39,31-40,Male,Bachelors,NA,Greensboro,NC,32.98779297,-80.00569916,Oxford,NC,Yanceyville,NC,Hanahan,SC,5b,NA,NA,2
23,18-30,Female,No_degree,NA,Albany,NY,42.71609497,-73.81580353,Albany,NY,Montgomery,NY,Albany,NY,5b,NA,NA,1
28,18-30,Male,Bachelors,NA,Edinburg,TX,26.27589417,-98.23300171,,,Detroit,MI,Edinburg,TX,5b,NA,NA,3
24,18-30,Female,Associates,NA,Hendersonville,NC,34.49159241,-82.61579895,,,Williston,SC,Anderson,SC,5b,NA,NA,1
25,18-30,Female,Bachelors,NA,Fort Worth,TX,32.75869751,-97.33209991,,,Fort Worth,TX,Fort Worth,TX,5b,NA,NA,2
30,18-30,Female,Bachelors,NA,Decatur,TN,29.97790527,-95.57700348,,,Chattanooga,TN,Conroe,TX,5b,NA,NA,4
26,18-30,Male,HS_diploma,NA,Holly Springs,MS,34.94889832,-89.96649933,Olive Branch,MS,Coldwater,MS,Walls,MS,5b,NA,NA,4
56,51-60,Male,Bachelors,NA,Lynwood,CA,33.4125061,-111.8319016,Payson,UT,East St. Louis,IL,Tonto Basin,AZ,5b,NA,NA,2
22,18-30,Male,Associates,NA,North Oaks,MN,44.83399963,-91.57289886,Long Prairie,MN,Chicago,IL,Menomonie,WI,5b,NA,NA,3
38,31-40,Female,No_degree,NA,San Antonio Northwest,TX,29.76330566,-95.36329651,Austin,TX,Camden,AR,San Antonio North,TX,5b,NA,NA,3
23,18-30,Male,Bachelors,NA,Plano,TX,42.34959412,-71.07460022,,,,,Boston,MA,5b,NA,NA,3
24,18-30,Female,HS_diploma,NA,Oak Hill,WV,37.540802,-85.25099945,Oak Hill,WV,Fayetteville,WV,Flatwoods,KY,5b,NA,NA,5
52,51-60,Female,No_degree,NA,Panama City,FL,28.94000244,-81.98970032,Traverse City,MI,Traverse City,MI,The Villages,FL,5b,NA,NA,1
27,18-30,Female,Bachelors,NA,Oakfield,WI,42.6105957,-89.65139771,Fond du Lac,WI,Fond du Lac,WI,Monticello - Green County,WI,5b,NA,NA,4
25,18-30,Female,Bachelors,NA,Scottsdale,AZ,44.60670471,-121.0559998,Tucson,AZ,Monroe,MI,Madras,OR,5b,NA,NA,5
37,31-40,Female,Bachelors,NA,Clifton,NJ,36.06010437,-115.2757034,,,,,Las Vegas,NV,5b,NA,NA,3
24,18-30,Male,Bachelors,NA,Liberty City,TX,30.02789307,-98.11789703,Longview,TX,Longview,TX,Austin,TX,5b,NA,NA,5
35,31-40,Male,No_degree,NA,Dallas,TX,32.77870178,-96.82170105,Meridian,MS,Greenville,OH,Coppell,TX,5b,NA,NA,3
29,18-30,Female,No_degree,NA,Butler,PA,40.80000305,-96.66699982,Potter Township - Centre County,PA,Salisbury,MD,Lincoln,NE,5b,NA,NA,1
27,18-30,Male,Bachelors,NA,Redmond,WA,40.75280762,-73.97250366,Santiago,WA,Santiago,WA,Redmond,WA,5b,NA,NA,4
29,18-30,Female,Associates,NA,Ogden,UT,39.25019836,-111.5195007,Compton,CA,Ogden,UT,Ephraim,UT,5b,NA,NA,2
39,31-40,Male,HS_diploma,NA,Orem,UT,43.61210632,-116.3914948,Fresno,CA,Lost River,ID,Idaho Falls,ID,5b,NA,NA,1
36,31-40,Female,Graduate,NA,Oak Creek,WI,42.71299744,-88.54290009,South Milwaukee,WI,South Milwaukee,WI,Waterford,WI,5b,NA,NA,3
25,18-30,Female,No_degree,NA,Basalt,ID,43.50469971,-111.8951035,Shelley,ID,Idaho Falls,ID,Idaho Falls,ID,5b,NA,NA,1
21,18-30,Male,No_degree,NA,McKinney,TX,33.18840027,-96.58580017,Dallas,TX,Memphis,TN,Denton,TX,5b,NA,NA,5
31,31-40,Male,Bachelors,NA,Yuma,AZ,33.43569946,-111.917099,Little Rock,AR,,,Phoenix,AZ,5b,NA,NA,3
25,18-30,Female,Bachelors,NA,Nehalem,OR,41.51089478,-122.3647995,Richland,WA,Richland,WA,Yreka,CA,5b,NA,NA,3
69,61_up,Female,No_degree,NA,Macon-Bibb Count,GA,29.58129883,-95.02729797,Macon-Bibb Count,GA,Macon-Bibb Count,GA,Seabrook,TX,5b,NA,NA,5
21,18-30,Female,Associates,NA,McFarland,WI,40.46470642,-111.6332016,Madison,WI,Madison,WI,Pleasant Grove,UT,5b,NA,NA,4
39,31-40,Male,HS_diploma,NA,Temple,TX,32.12229919,-95.92269897,Temple,TX,Gilmer,TX,Gun Barrel City,TX,5b,NA,NA,5
28,18-30,Female,Graduate,NA,Hennessey,OK,30.40519714,-88.89550018,Hennessey,OK,Enid,OK,Biloxi,MS,5b,NA,NA,4
24,18-30,Female,Graduate,NA,Sachse,TX,40.77690125,-73.98130035,Evansville,IN,Louisville,KY,New York,NY,5b,NA,NA,4
52,51-60,Male,Graduate,NA,Belmont,MA,41.82069397,-71.44920349,Lebanon,IL,Mount Clemens,MI,Dallas,TX,5b,NA,NA,5
22,18-30,Female,No_degree,NA,Portland,OR,45.45199585,-122.789299,Bakersfield,CA,Portland,OR,Portland,OR,5b,NA,NA,1
55,51-60,Female,Bachelors,NA,Pittsburg,KS,37.49980164,-94.89150238,Pittsburg,KS,Other,CO,Pittsburg,KS,5b,NA,NA,3
33,31-40,Female,Bachelors,NA,Houston,TX,30.56700134,-96.28369904,Houston,TX,Houston,TX,College Station,TX,5b,NA,NA,4
43,41-50,Female,Graduate,NA,,,34.94610596,-92.08580017,,,,,Cabot,AR,5b,NA,NA,4
24,18-30,Male,HS_diploma,NA,Gilbert,AZ,33.59129333,-112.107399,,,Pocatello,ID,Apache Junction,AZ,5b,NA,NA,5
26,18-30,Male,No_degree,NA,Evening Shade,AR,36.17199707,-115.2093964,,,Tulare,CA,Yuma,AZ,5b,NA,NA,4
50,41-50,Male,Bachelors,NA,Alabaster,AL,33.2507019,-86.9210968,,,,,Akron,AL,5b,NA,NA,3
36,31-40,Female,No_degree,NA,Centennial,CO,30.43940735,-97.62000275,Detroit,MI,Detroit,MI,Conroe,TX,5b,NA,NA,1
30,18-30,Male,Bachelors,NA,Aguanga,CA,42.06430054,-87.99210358,Aguanga,CA,Aguanga,CA,Aguanga,CA,5b,NA,NA,3
26,18-30,Female,No_degree,NA,Other,GA,30.8717041,-83.33339691,,,Colorado Springs,CO,Valdosta,GA,5b,NA,NA,4
31,31-40,Male,Graduate,NA,Juliaetta,ID,46.74360657,-116.7405014,Juliaetta,ID,Lewiston,ID,Juliaetta,ID,5b,NA,NA,4
27,18-30,Female,Bachelors,NA,Cabot,AR,34.99209595,-91.98200226,Adairville,KY,Evans,GA,Jacksonville,AR,5b,NA,NA,4
34,31-40,Female,Associates,NA,Drew,MS,33.74040222,-89.83239746,Cleveland,MS,Meridian,MS,Grenada,MS,5b,NA,NA,4
32,31-40,Male,Graduate,NA,Cleveland,MS,42.33140564,-83.04570007,,,,,Indianapolis,IN,5b,NA,NA,4
61,61_up,Female,Graduate,NA,Bethesda,MD,39.45620728,-77.96389771,Lansing,MI,Muskegon Heights,MI,Martinsburg,WV,5b,NA,NA,5
42,41-50,Female,Bachelors,NA,Memphis,TN,34.77459717,-89.45330048,Montague,MI,Charleston,MO,Ashland,MS,5b,NA,NA,3
45,41-50,Male,Bachelors,NA,Beckley,WV,38.48249817,-81.6446991,Mullens,WV,Corinne,WV,Charleston,WV,5b,NA,NA,2
26,18-30,Female,Bachelors,NA,Austin,TX,30.1678009,-97.82250214,Austin,TX,,,Austin,TX,5b,NA,NA,5
26,18-30,Female,Bachelors,NA,Austin,TX,42.4644928,-83.376297,Houston,TX,San Angelo,TX,Jonesboro,AR,5b,NA,NA,4
44,41-50,Female,Associates,NA,Monette,AR,35.78939819,-90.76280212,Monette,AR,Monette,AR,Paragould,AR,5b,NA,NA,4
48,41-50,Female,Graduate,NA,Manitowoc,WI,43.07310486,-89.40119934,Manitowoc,WI,,,Madison,WI,6b,2,2,NA
30,18-30,Male,Graduate,NA,Westminster,CA,29.79870605,-95.41919708,,,,,Houston,TX,6b,4,4,NA
26,18-30,Male,Bachelors,NA,Catalina Foothills,AZ,32.3117981,-110.9259033,Walnut Creek,CA,Concord,CA,Catalina Foothills,AZ,6b,2,4,NA
23,18-30,Female,Bachelors,NA,Rockville,MD,38.93479919,-77.26719666,,,,,Washington,DC,6b,1,1,NA
23,18-30,Male,No_degree,NA,Arlington,TX,33.21479797,-97.13310242,Levittown,PA,Euless,TX,Denton,TX,6b,5,3,NA
26,18-30,Female,Bachelors,NA,Smithtown,NY,42.26579285,-71.61049652,Kings Park,NY,,,Westborough,MA,6b,3,2,NA
25,18-30,Male,Bachelors,NA,Atlanta,GA,33.96809387,-84.23040009,,,Atlanta,GA,Canton,GA,6b,1,3,NA
35,31-40,Female,Bachelors,NA,Milwaukee,WI,43.0381012,-87.91570282,Villa Park,IL,Big Rapids,MI,Milwaukee,WI,6b,1,1,NA
26,18-30,Male,Bachelors,NA,Phillipsburg,NJ,40.55160522,-74.46369934,,,,,Phillipsburg,NJ,6b,1,1,NA
29,18-30,Female,Bachelors,NA,Dover,NH,44.56159973,-69.55590057,Woonsocket,RI,Allentown,PA,Waterville,ME,6b,1,1,NA
42,41-50,Female,No_degree,NA,Alfordsville,IN,39.67889404,-86.12760162,Montgomery,IN,Jasper,IN,Indianapolis,IN,6b,5,5,NA
65,61_up,Female,HS_diploma,NA,,,25.60319519,-80.33470154,,,,,Miami,FL,6b,3,1,NA
37,31-40,Male,Bachelors,NA,La Salle,CO,40.47239685,-104.893898,Norman,OK,Greeley,CO,Greeley,CO,6b,5,4,NA
36,31-40,Female,No_degree,NA,Oroville,CA,39.84959412,-121.6060944,Biggs,CA,Sacramento,CA,Oroville,CA,6b,5,5,NA
36,31-40,Male,No_degree,NA,Plymouth,NC,35.98640442,-77.85199738,Plymouth,NC,Plymouth,NC,Roper,NC,6b,2,3,NA
46,41-50,Male,No_degree,NA,Redmond,WA,43.25549316,-70.88289642,Lynnwood,WA,Esmond,ND,Berwick,ME,6b,5,5,NA
44,41-50,Male,HS_diploma,NA,Westbury,NY,40.26669312,-76.63809967,,,,,Elizabethtown,PA,6b,1,1,NA
26,18-30,Male,Associates,NA,Martinez,CA,37.91810608,-122.0735016,Walnut Creek,CA,Concord,CA,Martinez,CA,6b,2,4,NA
25,18-30,Male,No_degree,NA,Daphne,AL,31.15029907,-85.41139984,,,,,Dothan,AL,6b,1,2,NA
29,18-30,Male,Bachelors,NA,Mesa,AZ,28.21670532,-105.3167038,El Paso,TX,,,El Paso,TX,6b,2,2,NA
58,51-60,Female,Associates,NA,Severn,MD,34.03559875,-94.33390045,Decatur,IL,Boston,MA,Clark Township - Pike County,AR,6b,5,5,NA
24,18-30,Male,HS_diploma,NA,San Fernando Valley,CA,34.05990601,-118.3103027,,,Los Angeles,CA,Palmdale,CA,6b,1,1,NA
36,31-40,Female,Bachelors,NA,,,32.70809937,-93.2779007,Chino Hills,CA,Cameron,LA,New Orleans,LA,6b,5,1,NA
25,18-30,Male,HS_diploma,NA,Cedar City,UT,37.81159973,-113.2240982,Thousand Oaks,CA,Thousand Oaks,CA,Cedar City,UT,6b,1,1,NA
51,51-60,Female,HS_diploma,NA,Milwaukee,WI,32.6894989,-114.3852997,Davis Junction,IL,Rockford,IL,Kalispell,MT,6b,1,1,NA
39,31-40,Female,Associates,NA,Morristown,TN,36.22219849,-83.32369995,Appalachia,VA,Mascot,TN,Morristown,TN,6b,1,2,NA
45,41-50,Male,Bachelors,NA,Bloomington,IN,14.59550476,120.9721069,Other,IN,Worthington,IN,Other,IN,6b,5,5,NA
33,31-40,Female,Associates,NA,Pittsburgh,PA,41.28269958,-73.86910248,Pittsburgh,PA,Pittsburgh,PA,Pittsburgh,PA,6b,5,5,NA
54,51-60,Female,Graduate,NA,Auburn,CA,44.10139465,-122.8063049,,,,,Eugene,OR,6b,2,2,NA
47,41-50,Female,Bachelors,NA,Dellwood,MO,38.78999329,-90.85489655,St. Louis,MO,St. Louis,MO,Lake St. Louis,MO,6b,5,4,NA
26,18-30,Male,Bachelors,NA,Redmond,WA,37.75100708,-97.8219986,Ahtanum,WA,Valleyford,WA,Redmond,WA,6b,2,3,NA
60,51-60,Female,Associates,NA,Penn Hills Township,PA,40.57279968,-79.72480011,Pittsburgh,PA,Pittsburgh,PA,Lower Burrell,PA,6b,4,4,NA
39,31-40,Female,Graduate,NA,Mokena,IL,41.47380066,-87.83769989,Adams,ND,New Leipzig,ND,Frankfort,IL,6b,1,1,NA
44,41-50,Male,Graduate,NA,Charlotte,NC,32.06660461,34.76499939,,,Newark,NJ,Wilmington,DE,6b,1,1,NA
25,18-30,Male,No_HS_diploma,NA,Gilbert,AZ,33.62379456,-112.0039978,,,Phoenix,AZ,Apache Junction,AZ,6b,5,5,NA
32,31-40,Female,Bachelors,NA,Vinegar Hill Township,IL,34.25190735,-86.25710297,Glenmont,MD,,,Miami Shores,FL,6b,5,2,NA
56,51-60,Female,Bachelors,NA,San Clemente,CA,33.0500946,-117.2528,Baldwin Park,CA,Lee,MA,Encinitas,CA,6b,1,1,NA
27,18-30,Female,No_degree,NA,Denver,CO,39.73919678,-104.9847031,,,Staten Island,NY,Denver,CO,6b,4,5,NA
38,31-40,Female,Bachelors,NA,San Francisco,CA,37.77720642,-122.493103,San Francisco,CA,,,San Francisco,CA,6b,2,3,NA
29,18-30,Female,Bachelors,NA,Palo Alto,CA,40.42590332,-86.90809631,Holladay,UT,Holladay,UT,West Lafayette,IN,6b,3,2,NA
48,41-50,Female,HS_diploma,NA,Bronx,NY,41.92869568,-73.85780334,Bronx,NY,Bronx,NY,Port Jervis,NY,6b,2,4,NA
49,41-50,Male,Bachelors,NA,Hampton,GA,33.38070679,-84.79969788,Stedman,NC,Stockbridge,GA,Newnan,GA,6b,1,2,NA
35,31-40,Male,Bachelors,NA,Laurel,MD,35.97239685,-84.29039764,Philadelphia,PA,Metairie,LA,Oak Ridge,TN,6b,4,2,NA
34,31-40,Male,Associates,NA,Lucas,OH,41.67329407,-83.60440063,Lucas,OH,Lucas,OH,Lucas,OH,6b,5,5,NA
26,18-30,Male,Bachelors,NA,Durham,NC,35.22709656,-80.8431015,Port Huron,MI,Greensboro,NC,Wilmington,NC,6b,4,1,NA
22,18-30,Male,Bachelors,NA,Burnsville,MN,44.67419434,-93.41030121,Eau Claire,WI,Gatlinburg,TN,Minneapolis,MN,6b,1,3,NA
33,31-40,Female,Bachelors,NA,Cincinnati,OH,28.08590698,-82.76249695,Ann Arbor,MI,Cincinnati,OH,Palm Harbor,FL,6b,1,1,NA
36,31-40,Male,No_degree,NA,Le Mars,IA,35.10910034,-106.5807037,Rock Valley,IA,Hull,IA,Tijeras,NM,6b,1,1,NA
49,41-50,Female,No_degree,NA,Concord,MA,42.65899658,-71.4484024,Lynn,MA,Lynn,MA,Tyngsborough,MA,6b,2,1,NA
44,41-50,Female,Graduate,NA,Rochester,MI,42.65800476,-83.18430328,,,,,Rochester Hills,MI,6b,1,1,NA
41,41-50,Female,Associates,NA,Geneva,FL,33.97920227,-81.2589035,Logan,WV,Cleveland,OH,Lexington,SC,6b,5,5,NA
49,41-50,Male,Bachelors,NA,,,41.76939392,-71.46759796,Lansing,MI,Lansing,MI,Cranston,RI,6b,1,2,NA
35,31-40,Male,No_degree,NA,Stockton,CA,33.03410339,-96.87049866,San Francisco,CA,Dallas,TX,Dallas,TX,6b,1,1,NA
72,61_up,Male,Bachelors,NA,San Fernando Valley,CA,28.53109741,-80.85230255,Milwaukee,WI,Milwaukee,WI,Mims,FL,6b,2,2,NA
31,31-40,Male,No_degree,NA,Jacksonville,FL,47.64909363,-117.4313049,,,Brunswick,GA,Spokane,WA,6b,5,2,NA
28,18-30,Male,No_degree,NA,Redondo Beach,CA,32.75959778,-116.9940033,Los Angeles,CA,Redondo Beach,CA,El Cajon,CA,6b,2,1,NA
40,31-40,Male,Bachelors,NA,Milwaukee,WI,34.27799988,-88.66490173,Ecru,MS,Pontotoc,MS,Pontotoc,MS,6b,4,4,NA
27,18-30,Female,Bachelors,NA,Miami,FL,-1.050003052,-80.44999695,Miami,FL,Flagstaff,AZ,Medford,MA,6b,2,4,NA
42,41-50,Male,No_degree,NA,Norwich,CT,34.56109619,-80.53430176,Buffalo,NY,Buffalo,NY,Charlotte,NC,6b,1,1,NA
28,18-30,Male,No_degree,NA,Marine on St. Croix,MN,44.94439697,-93.09329987,Richmond,VA,Evergreen Park,IL,Stillwater,MN,6b,1,1,NA
72,61_up,Female,Associates,NA,San Leandro,CA,34.09429932,-118.3811035,Chicago,IL,San Francisco,CA,Florence,OR,6b,5,5,NA
35,31-40,Female,Bachelors,NA,Yonkers,NY,41.46749878,-73.24060059,Yonkers,NY,Bronx,NY,Brookfield,CT,6b,1,1,NA
24,18-30,Female,Bachelors,NA,Mobile,AL,31.48849487,-86.38050079,Mobile,AL,Montgomery,AL,Mobile,AL,6b,1,1,NA
48,41-50,Female,Bachelors,NA,Sacramento,CA,33.64950562,-86.70880127,San Francisco,CA,Petaluma,CA,Pinson,AL,6b,5,3,NA
29,18-30,Male,Bachelors,NA,Lyman,SC,39.0059967,-77.10250092,Lyman,SC,Inman,SC,Lyman,SC,6b,5,3,NA
31,31-40,Male,Bachelors,NA,Palm Harbor,FL,26.97619629,-82.09059906,Queens,NY,Cleveland,OH,Arcadia,FL,6b,3,1,NA
34,31-40,Female,Associates,NA,Laclede,MO,37.69889832,-92.66200256,,,,,Laclede,MO,6b,5,3,NA
32,31-40,Female,Bachelors,NA,New Orleans,LA,30.4671936,-89.27629852,,,New Orleans,LA,New Orleans,LA,6b,1,1,NA
26,18-30,Female,Bachelors,NA,Norwalk,OH,40.00970459,-82.67179871,Monroeville,OH,North Fairfield,OH,Pataskala,OH,6b,5,5,NA
29,18-30,Female,Graduate,NA,El Paso,TX,33.16259766,-96.9375,Prairie du Chien,WI,Carthage,IL,Aubrey,TX,6b,5,5,NA
28,18-30,Female,HS_diploma,NA,Marietta - Love County,OK,35.22219849,-97.51260376,Ardmore,OK,Marietta - Love County,OK,Norman,OK,6b,5,2,NA
25,18-30,Female,Bachelors,NA,Waipahu,HI,45.52220154,-122.8592987,,,,,Hillsboro,OR,6b,2,1,NA
30,18-30,Female,No_degree,NA,Trussville,AL,38.90570068,-76.978302,,,Trussville,AL,Washington,DC,6b,3,2,NA
32,31-40,Female,Bachelors,NA,Cape Girardeau Township,MO,9.721496582,-84.31430054,,,,,Denver,CO,6b,4,2,NA
62,61_up,Female,Associates,NA,Hartsdale,NY,33.56100464,-111.9088974,New York,NY,Sioux Falls,SD,Scottsdale,AZ,6b,5,5,NA
70,61_up,Male,Graduate,NA,Oklahoma City Southwest,OK,33.50799561,-112.1253967,Oklahoma City Southwest,OK,Oklahoma City,OK,Phoenix,AZ,6b,5,5,NA
66,61_up,Female,Bachelors,NA,Corvallis,OR,43.21650696,-123.3417053,Ewing,NE,Ewing,NE,Myrtle Creek,OR,6b,5,5,NA
73,61_up,Male,Graduate,NA,Wayne,MI,35.08450317,-106.6511002,Worth,MO,Wayne,MI,Mackinaw Township,MI,6b,3,2,NA
72,61_up,Male,No_degree,NA,Pima,AZ,32.70379639,-109.6557999,Pima,AZ,Pima,AZ,Pima,AZ,6b,5,5,NA
27,18-30,Male,No_degree,NA,Houston,TX,30.09829712,-95.35700226,,,Houston,TX,Houston,TX,6b,3,3,NA
23,18-30,Male,Bachelors,NA,Paintsville,KY,38.20750427,-83.39890289,,,Fairfield,OH,Morehead,KY,6b,5,5,NA
54,51-60,Female,No_degree,NA,Santa Clarita,CA,33.74899292,-84.38800049,,,Marietta,OH,Port Allen,LA,6b,4,4,NA
40,31-40,Male,Bachelors,NA,Pasadena,MD,39.24339294,-76.68029785,Sumter,SC,Panama City,FL,Hawk Point,MO,6b,3,5,NA
31,31-40,Female,Bachelors,NA,Covington,LA,30.418396,-90.00689697,Covington,LA,Covington,LA,Folsom,LA,6b,1,1,NA
34,31-40,Female,Bachelors,NA,Brookings,SD,37.89590454,-122.5662994,Watervliet,MI,Ames,IA,Fairfax,CA,6b,1,1,NA
53,51-60,Male,Bachelors,NA,Ottawa,IL,28.6638031,-81.36620331,Toledo,OH,Bloomington,IL,Orlando,FL,6b,3,4,NA
39,31-40,Male,HS_diploma,NA,Houston,TX,29.06550598,-95.38279724,Houston,TX,Houston,TX,Houston,TX,6b,4,3,NA
27,18-30,Male,Graduate,NA,Chicago,IL,41.92230225,-87.75550079,Chicago,IL,,,Chicago,IL,6b,2,4,NA
25,18-30,Female,No_degree,NA,St. Charles,MO,38.99769592,-90.98459625,Wapakoneta,OH,,,Troy,MO,6b,5,5,NA
51,51-60,Female,Associates,NA,Mountain View,AR,35.87319946,-92.07170105,Mountain View,AR,Mountain View,AR,Mountain View,AR,6b,5,5,NA
28,18-30,Female,Graduate,NA,Natchez,MS,32.37060547,-90.17549896,Natchez,MS,Natchez,MS,Clinton,MS,6b,1,1,NA
42,41-50,Female,Graduate,NA,Orange,CA,44.90159607,-122.9223022,,,,,Dundee,OR,6b,1,1,NA
30,18-30,Male,Graduate,NA,Burley,WA,46.55900574,-123.548996,,,Centralia,WA,Hillsboro,OR,6b,5,5,NA
48,41-50,Female,HS_diploma,NA,Waco,TX,41.33859253,-105.860199,Gloucester Point,VA,Saluda,VA,Laramie,WY,6b,5,2,NA
46,41-50,Male,No_degree,NA,South Salt Lake,UT,40.707901,-111.8554993,Everett,WA,South Salt Lake,UT,South Salt Lake,UT,6b,1,1,NA
31,31-40,Male,Associates,NA,Houston,TX,29.69189453,-95.65119934,,,,,Houston,TX,6b,1,1,NA
45,41-50,Male,No_degree,NA,Tucson,AZ,40.70019531,-111.9433975,Phoenix,AZ,Phoenix,AZ,Centerville,UT,6b,1,1,NA
48,41-50,Female,No_degree,NA,McLean,VA,39.66029358,-104.8438034,Falls Church,VA,Falls Church,VA,Aurora,CO,6b,4,4,NA
28,18-30,Female,Bachelors,NA,Kansas City,MO,39.14720154,-94.57350159,,,,,Kansas City,MO,6b,2,2,NA
36,31-40,Female,No_degree,NA,Grass Valley,CA,38.68209839,-121.3482056,Salt Lake City,UT,Grass Valley,CA,North Highlands,CA,6b,5,3,NA
35,31-40,Female,Graduate,NA,La Grange,IL,44.07150269,-92.5279007,Elmhurst,IL,Elmhurst,IL,Rochester,MN,6b,1,1,NA
33,31-40,Female,Graduate,NA,Champaign,IL,47.72940063,-116.7566986,Rathdrum,ID,Champaign,IL,Coeur d'Alene,ID,6b,4,4,NA
